TITLE,LIKES,SHARES
"Nearly 1,600 tonnes of teak from Myanmar were exported to US companies last year, circumventing US sanctions imposed to deny the junta millions of dollars in profits, an activist group said on January 11.",15,1
"Malaysia's crude palm oil (CPO) prices are expected to remain elevated in the near term, supported by the La Nina phenomenon, which will likely result in delay in soybean planting in South America and seasonally lower production cycle",14,0
"The Canadian province of Quebec, struggling to control the Omicron variant, will impose a new health tax in the coming weeks on those who are not vaccinated against Covid-19.",21,1
"Thailand's real estate market is now bustling as investors are using cryptocurrency to buy tangible property such as land, luxury homes and cars in a bid to cope with volatility.",32,5
"The value of imports and exports handled at the Sihanoukville Special Economic Zone (SSEZ) reached $2.234 billion in 2021, marking a 42.75 per cent rise from $1.565 billion a year earlier",16,3
"Jin Yu Tang (Cambodia) Fishery Co Ltd plans to splash out an unspecified amount on “marine fish aquaculture in submerged cages”, on Preah Sihanouk province’s Koh Dek Koul and Koh Thas islands",7,0
[Advertorial] Gold price under pressure again from rising bond yields?,2,1
KOICA holds policy dialogue forum on development plans,2,0
"A new win-win monument will be built in Oddar Meanchey province to promote a culture of gratitude, a sub-committee on the construction of the monument announced on January 10.",17,0
"The government has increased funding for all sub-national administrations to more than $1 billion in 2022, with each district and commune administration receiving an average of $570,000 and $127,000 respectively, according to a senior Ministry of Interior official.",3,1
Engineering profession ethics rules for conduct enters final draft stage,2,0
"Insurance Regulator of Cambodia (IRC) director-general Bou Chanphirou on January 12 urged banks, other financial institutions and insurance companies to cooperate in bancassurance to drive further growth in the insurance sector, and raise penetration and density.",11,0
"A senior Ministry of Health official said Cambodia has so far detected more than 200 cases of the Omicron coronavirus variant, both from abroad and within the community, though none of the patients has had any serious health problems thus far.",35,4
The loss of landmine-hunting rat Magawa is being mourned by many people around the world who remember his prolific career working with demining operators in Cambodia to locate landmines and unexploded ordnance (UXO).,41,5
Commuters claim that heavy trucks are still entering Phnom Penh during the banned hours between 6am to 9pm in violation of the law.,53,1
The Kampong Chhnang Provincial Court sentenced a man to life in prison on January 12 for the murder by arson of his wife and four children aged 3 to 9.,44,6
Cambodia records 12 new Omicron community cases,15,0
Minister of Foreign Affairs and International Cooperation Prak Sokhonn expressed his “sincere appreciation” to Japan for its ongoing support for Cambodia’s development as well as its support for Cambodia as the ASEAN chair this year.,4,0
The Japanese government has provided $185 million in loans to Cambodia through its Japan International Cooperation Agency (JICA) for the fight against Covid-19 and subsequent economic recovery efforts.,1,1
"Yun Yong-ho, director of the South Korea-based Universal Peace Federation (UPF), requested that Prime Minister Hun Sen construct a Mekong Peace Park in Cambodia to promote peace across the Mekong River region.",10,0
[Sponsored] Visit Orkide The Royal Condominium real model units at sales event as stars entertain,6,1
"Prime Minister Hun Sen thanked the UK government for maintaining Cambodia’s market access arrangements under its Generalised System of Preferences (GSP) for least developed countries, among other aid initiatives.",33,1
"China will resume customs clearance at three border crossings in Vietnam’s Quang Ninh province from January 11, according to the ASEAN country’s Ministry of Industry and Trade.",7,0
Nature is reclaiming her territory at a quarry in the east of England that is being transformed into a vast reserve offering vital sanctuary to endangered birds.,10,0
"Sai – the celebrity Cambodian singer and environmental activist – is collaborating with the Union of Youth Federations of Cambodia (UYFC) in Koh Kong province to organise a campaign to plant 1,000 mangrove trees in the province to inspire the further preservation of mangrove forests as well as to attract tourists.",27,1
"Opinion: Electric vehicles (EVs) have increasingly dominated headlines and you can now frequently spot such vehicles – cars, taxis, buses and even waste collection trucks – on Singapore roads.",4,1
"Thailand's Revenue Department expects to issue tax rules for the country’s growing cryptocurrency trade by the end of this month, director-general Ekniti Nitithanprapas said on January 10.",5,0
The Ministry of Labour and Vocational Training launched standard operating procedures (SOP) for the management of all factories and enterprises on a path towards the “new normal” in the context of Covid-19.,1,0
The Ministry of Posts and Telecommunications announced the recruitment of 125 technology specialists for human resources training positions in order to ensure the successful roll-out of the Kingdom’s digital government policies.,5,0
"Laos health officials are speeding up the Covid vaccination programme, aiming to vaccinate 87.25 per cent of the population by the end of this year.",13,1
"Minister of Agriculture, Forestry and Fisheries Veng Sakhon formed a joint-task force for the prevention of forestry crimes in Mondulkiri province following a clampdown on illegal occupation of state land there.",3,1
The Securities and Exchange Regulator of Cambodia (SERC) has asked Credit Guarantee Corporation of Cambodia Plc (CGCC) and trust fund Credit Guarantee and Investment Facility (CGIF) to work together to enhance the credit guarantee mechanism and develop the domestic bond market.,9,26
"Cambodia continues to restrict imports of live pigs, especially from Vietnam and Thailand, where outbreaks of African Swine Fever (ASF) have been reported in order to prevent the spread of the disease.",16,0
"As of January 9, a total of 15 complaints had been filed by citizens to their commune councils nationwide regarding their election registration either being incorrect or improperly deleted, according to the National Election Committee (NEC).",4,0
"Minister of Agriculture, Forestry and Fisheries Veng Sakhon introduced a number of measures to guide specialised units at the sub-national level and the local community in joining forces to prevent wildfires over this year’s hot summer period.",8,0
Prime Minister Hun Sen has ordered municipal and provincial governors and authorities at all levels to work hard to inspire people to get their booster shots as the Omicron coronavirus variant is now invading the Kingdom’s communities with at least 14 community cases detected as of January 10.,1,0
"AEON Mall (Cambodia) Co Ltd’s first “multifunctional logistics business centre” is set to break ground early next month and start operations next year, in a special economic zone (SEZ) near Sihanoukville Autonomous Port (PAS)",93,5
"Business performance in the banking and financial sector remained strong in 2021 in terms of the quality of credit and deposits, despite the fallout from the Covid-19 outbreak that has hampered economic activity for two years, according to the National Bank of Cambodia (NBC).",8,0
The International Labour Organisation (ILO) has urged Prime Minister Hun Sen to use his powers to ensure the immediate release of NagaWorld trade union activists following their arrest on “conspiracy” charges – a matter officials said must be resolved through the courts.,26,0
"In the lead-up to the commune council elections scheduled for June 5, political parties have begun campaigning at the village level and meeting with their supporters and activists to drum up support, though one party has expressed concerns about intimidation tactics allegedly being used against them during the process.",3,0
"Minister of Agriculture, Forestry and Fisheries Veng Sakhon formed a joint-task force for the prevention of forestry crimes in Mondulkiri province following a clampdown on illegal occupation of state land there.",4,0
Cambodia records two new Omicron community cases,1,0
[Advertorial] Maybank clinches ‘Best International Bank in Cambodia 2021 Award’,6,0
[Sponsored] Why digital education is so important for Cambodia,37,8
"British Minister of State for Asia Amanda Milling said she is committed to working closely with Cambodia to address the region’s biggest challenges, while also discussing human rights and meeting with former opposition leader Kem Sokha on her two-day visit.",7,0
The Ministry of Labour and Vocational Training launched standard operating procedures (SOP) for the management of all factories and enterprises on a path towards the “new normal” in the context of Covid-19.,0,0
"India has pledged to work closely with Cambodia, the 2022 chair of ASEAN, in addressing issues of common concerns including the Myanmar crisis.",20,1
"A landmine-hunting rat that was awarded a gold medal for heroism for clearing ordnance from the Cambodian countryside has died, his charity said on January 11.",156,24
"Cambodia exported nearly 62,000 tonnes of crude palm oil in 2021, rising in excess of 176 per cent from a year earlier, worth more than $66 million, or at an average of over $1.06 per kilogramme, according to Ministry of Agriculture, Forestry and Fisheries data.",12,0
"Bilateral trade between Cambodia and the US in the first 11 months of 2021 topped $8.396 billion, surging by more than 32.1 per cent from over $6.355 billion in the same period last year, according to US Census Bureau (USCB) data on January 10.",8,1
"Despite a modest improvement in the Covid-19 situation in Cambodia, the number of new projects outside of special economic zones (SEZ) approved by the Council for the Development of Cambodia (CDC) saw a sharp decline in January-November 2021 compared to the same period a year earlier.",9,0
"Midday queues snake out to the street in an upmarket Shanghai neighbourhood, but it’s not lunch at the city’s hottest restaurant that people are lining up for – it’s cosmetic “micro-procedures”, which are surging in popularity in China.",3,0
"Indonesia is the only country that has yet to ratify the Regional Comprehensive Economic Partnership (RCEP), with lawmakers expressing their concern that the world’s largest trade deal could trigger an influx of imported goods.",6,0
"The newly upgraded 84.74km stretch of National Road 5 – from Battambang town north to Banteay Meanchey provincial capital Sisophon – will improve trade, tourism and investment between Cambodia and Thailand, according to Prime Minister Hun Sen.",36,2
"Human traffickers in Vietnam are finding ever more inventive ways to lure potential victims overseas for exploitation. Through social media networks like Facebook or Zalo, they are offering well-paid jobs at casinos or online games in Cambodia, before springing their trap.",18,1
"A Myanmar court on January 10 convicted Aung San Suu Kyi of three criminal charges, sentencing her to four years in prison in the latest in a slew of cases against the ousted civilian leader.",9,0
"South Korea’s largest automaker Hyundai Motor, like other major carmakers around the world, suffered big from global semiconductor shortages last year, despite wide growing demand for new vehicles.",13,1
Half-hour’s work in field takes heavy deminer toll,0,0
Competition law and liberty: Who governs?,2,0
Prime Minister Hun Sen urged the Ministry of Health and relevant authorities across the Kingdom to expedite vaccinations with booster doses now that the Omicron coronavirus variant has begun circulating within the community.,8,1
"Cambodia kicked off the new academic year of 2021-2022 for all grades on January 10, with all students required to implement the “new normal path in education” in the context of Covid-19.",4,0
"The 38-road expansion project in Siem Reap town is now 100 per cent complete, while the installation of accompanying infrastructure such as street lights and security cameras is now 70 per cent finished, according to Minister of Public Works and Transport Sun Chanthol.",99,2
"A local community in Oddar Meanchey province is doing an online “one-dollar” campaign to raise funds for forest protection after facing personnel shortfalls for their patrolling, leaving much of the Sorng Rukhavorn Wildlife Sanctuary’s more than 30,000ha unprotected.",41,2
"A dead Irrawaddy dolphin found on the beach in Koh Trong commune’s Kbal Koh village in Kratie town was handed over to the WWF research team for study and to determine how the animal died, according to Mok Ponlok, director of the Kratie provincial Fisheries Administration.",15,2
"Increasing orders for footwear and travel goods from international markets and the opening of new factories in the Kingdom have contributed to labour shortages in the sector, according to Cambodia Footwear Association (CFA) president Ly Kunthai.",9,2
"Construction of RMA (Cambodia) Plc’s vehicle assembly plant is 100 per cent complete and installation of the facilities and equipment is nearing the 70 per cent mark, with all signs indicating that production could begin in early April",58,4
The Phnom Penh’s Municipal Court of Appeal on January 10 heard the case of a Chinese man who was sentenced to 15 years in prison in 2017 for hiring a Cambodian woman to act as a surrogate mother.,11,0
"More than 2,000ha of dry season rice in three communes of Banteay Meanchey province’s Preah Netr Preah district are at risk of damage by a lack of irrigation water as canals dry up due to drought, the authorities and farmers said.",34,0
"“I consider the 84.74km stretch of National Road 5 from the north of Battambang to Sisophon town to be the fruits of Cambodia-Japan cooperative efforts to develop the country’s socio-economy,” he said.",27,0
Cambodia records 10 new Omicron community cases,6,0
"Prime Minister Hun Sen has suggested that ASEAN member states establish a tripartite committee or diplomatic troika consisting of representatives from Cambodia, Brunei and Indonesia that would be tasked with mediating a ceasefire in Myanmar.",33,2
"Prime Minister Hun Sen announced that 14 more Omicron community cases had been detected in Cambodia in just three days, though no deaths from the highly transmissible coronavirus variant have been reported thus far.",16,1
"Amanda Milling, British minister of state for Asia, arrived in Cambodia on January 9 for her first visit since the UK became an official dialogue partner of ASEAN, which Cambodia chairs this year.",15,2
The National Research and Innovation Agency (Brin) has recently announced the discovery of seven new ornamental plant species in Indonesia.,13,0
"The Consumer Electronics Show (CES) in Las Vegas closed its 2022 edition on Friday, after pushing ahead with a significantly downsized gathering despite surging Covid cases.",2,0
"In Opinion:
Top court must uphold vax mandates",9,0
"As vegetarians make up a large proportion of the Indian population, and people in the South Asian country consume imported dragon fruit at weddings, it is a huge potential market for Vietnam’s dragon fruit, according to trade counsellor Bui Trung Thuong.",46,4
"Two ministers have said that state-owned electricity company PLN had secured enough coal to meet its power generation needs, addressing the underlying issue behind Indonesia’s coal export ban that has rattled global markets.",2,0
"The one-day Covid-19 tally in Japan has soared by nearly 16 times since the turn of the year, exemplifying the explosive surge in infections driven by the highly contagious Omicron variant of the coronavirus across Asia.",27,6
"Growing up in Brooklyn, New York, Cambodian-American sisters Edo and Eyen Chorm have always felt a deep affinity for their Cambodian heritage and roots.",258,53
"Three deminers killed, one severely injured in action",52,2
"BIDC, Sonatra endorse credit, banking deal for homebuyers",11,1
"The Omicron variant of Covid-19 may prevent the government from hitting its target of a seven-to-nine per cent economic growth this year as infections hamper election campaign activities while consumers rebuild savings instead of going on “revenge spending”, according to ING Bank NV.",15,2
"Four Cambodia Airways’ aeroplanes were chartered to transport donations of Covid-related medical equipment to Myanmar on January 7, accompanying a high-level delegation led by Prime Minister Hun Sen for a two-day trip.",28,1
The Samrong district administration in Takeo province instructed authorities in three of its communes to collect data on people who would voluntarily pay for waste collection services along National Road 3 to improve area living standards.,22,1
"[Sponsored] Danone Specialized Nutrition (Cambodia) Co Ltd inaugurates new head office in TK Central, Toul Kork community",10,1
"The Cambodian Human Rights Committee (CHRC) will defend the government’s National Human Rights Report on the implementation of the International Covenant on Civil and Political Rights at the UN Office in Geneva, Switzerland, in March.",7,2
"Cambodia's global non-gold trade exceeded $36 billion in the first 11 months of 2021, rising by more than 24 per cent year-on-year, according to Ministry of Economy and Finance data.",8,1
"Construction on Kampot International Tourism Port – a 4ha quay in Teuk Chhou district about 6km west of Kampot town – has fallen off track, reaching 90 per cent completion, according to a senior Ministry of Tourism official last week.",43,11
"“We must work together to continue strengthening the inspection work of chemical materials at related sites especially at factories and enterprises that are using these materials,” he said to the inter-ministerial officials, including NACD’s secretary-general, during a meeting last week.",10,0
The Cambodian Mine Action Centre (CMAC) has cleared more than 40ha of landmines and unexploded ordnance (UXO) in two temple areas in Preah Vihear province and continues to do so at the request of the National Authority for Preah Vihear (NAPV),15,2
Cambodia logs three new Omicron community cases,11,2
"Prime Minister Hun Sen said anyone who ""opposes the ceasefire” in Myanmar, which the military has purportedly extended until end-2022, merely wants to see deaths and injuries as a result of war.",20,1
Ministry of Health and World Health Organisation (WHO) officials in Cambodia urge vigilance as the Kingdom’s first Omicron community case has been detected.,32,2
"Social media celebrity Try Dana made a public apology via Facebook to the Bunong indigenous people on January 6, saying that she had no intention of inciting anger or insulting the Bunong or any of Cambodia’s other indigenous ethnic minority groups.",17,1
The Ministry of Health has authorised a fourth dose of the Pfizer Covid-19 vaccines for certain target groups in Phnom Penh beginning on January 14 at certain national hospitals and extending to other institutions at later dates.,23,3
"The Ministry of Health on January 9 reported 30 new Covid-19 cases, 29 of which were imported and all were confirmed to be the Omicron variant.",20,3
"Prime Minister Hun Sen on January 8 indicated that anyone who “opposes the ceasefire” in Myanmar, which the military has purportedly extended until end-2022, merely wants to “see deaths and injuries as a result of war”.",23,1
"As of January 7, over 14.28 million people aged 5 up had received at least a first Covid-19 dose, representing 89.26 per cent of the estimated 16 million population.",10,1
"Prime Minister Hun Sen is due to preside over the inauguration of an 84.74km stretch of National Road 5 from Battambang province to northern neighbour Banteay Meanchey’s Sisophon town on January 10, Battambang Provincial Administration said in a statement.",27,0
Minister of Interior Sar Kheng on January 6 told working groups at relevant ministries and institutions to cultivate their “cooperative spirit” to more effectively prevent and combat money laundering and related offences.,12,0
"NEC signs off on commune elections’ rules, procedures",7,1
NRSC creates road traffic Telegram group to ensure safety,1,0
Cambodia logs 27 new Omicron cases,17,2
"A ring shimmers on display at the Consumer Electronics Show (CES), but this is no mere piece of jewelry – it’s packed with sensors capable of detecting body temperature, respiration and much more.",9,0
"Driverless plows and autonomous tools to weed vegetable plots are the latest innovations ready to help farmers juggling labour shortages, climate change and environmental protection, while trying to feed a growing world population.",14,1
Hun Sen supports extended ceasefire in Myanmar,44,1
Work on Angkor Wat’s central tower set to complete by Mar-Apr: ANA,37,1
CBC unveils financial health check service,3,0
Capital’s governor extols commune officials for Feb 20 event efforts,3,0
"Cambodia exported nearly 700,000 tonnes of red corn in 2021, dropping by nearly five per cent from more than 730,000 tonnes a year earlier. But the value of these shipments reached nearly $53 million, increasing by more than eight per cent year-on-year",15,1
The banking sector’s post-Covid challenges,0,0
"The Koh Tonsay Tourism Port, a pier on mainland Kep town replacing an old one, has been completed and is tentatively scheduled to be inaugurated on January 19 or within the week, to scale up tourism in Kep province to the next level",13,2
"With catches of prahok fish set to ramp up in the coming week as the late season opens, the Fisheries Administration (FiA) has reiterated a call to producers of the unique fermented paste and jerky to buy up wares from local fishermen.",14,0
The Cambodian Permanent Mission to the UN Office in Geneva on January 6 responded to concerns expressed by four special rapporteurs on the arrests of former employees of the integrated resort NagaWorld who had been protesting for nearly 20 days.,32,1
"The National Election Committee (NEC) on January 6 issued a letter addressing concerns related to the vote-counting process, stressing that all procedures would be carried out neutrally and impartially.",3,0
"Industry insiders have expressed concern about the challenges of the recovery in the tourism industry due to the SARS-CoV-2 Omicron variant, which is spreading across the world at an unprecedented rate, undermining hopes for a meaningful uptick in international tourists in 2022.",26,2
"The Ministry of Information has updated the number of media institutions that are registered, noting that more than 2,000 outlets have undergone the mandatory process as of the end of 2021.",16,0
The Kampong Speu Department of Culture and Fine Arts is in the process of registering land titles and demarcating boundaries at the 464 cultural heritage sites in the province that have been discovered since 2021. Only 16 of the 464 sites have been demarcated with boundary poles to date.,9,1
A newborn Irrawaddy dolphin aged about two weeks was found swimming with a pod of five adults at Kampi Dolphin Pool on the Mekong River in central Kratie province’s Kampi village on December 31.,65,6
‘No legal pathways’: Myanmar poverty pushes thousands seeking employment into Thailand,15,2
"An anonymous man called a Vietnam Airlines branch in Japan on the morning of January 5 and said that if a flight heading from Narita (Japan) to–– Hanoi did not turn back it would be shot down, according to the Civil Aviation Authority of Vietnam (CAAV).",39,2
China talks for ‘pra’ fish exports on hold,6,1
The Ministry of Water Resources and Meteorology and the Japan International Cooperation Agency (JICA) have signed a four-year project to develop national irrigation standards in Cambodia to improve irrigation systems as part of the industry.,16,2
Malaysian Minister of Foreign Affairs Saifuddin Abdullah plans to explore the conservation and sustainable development efforts undertaken at Angkor Wat during his visit to the ASEAN Foreign Ministers’ Meeting scheduled on January 18-19 in Siem Reap province and hosted by Cambodia,8,1
"Prime Minister Hun Sen publically requested that married couples who have divorced or are separated refrain from defaming or insulting each other on social media platforms such as Facebook in order to maintain their mutual honour and respect, especially for the sake of their children.",59,4
"Prime Minister Hun Sen gave permission to open the school year for kindergarteners aged 3-5 on January 10. Children in the Kingdom aged three and four have not been vaccinated for Covid-19, though they do receive vaccinations for other diseases.",8,0
Siphan said the government has appointed spokespersons at both the national and sub-national levels to maintain a free and comprehensive flow of information to the public through the journalists and the press.,0,0
Buried gun cache dug up by farmer ploughing fields,18,2
PM touches down in Myanmar for crisis talks,46,6
"‘Without Victory Day, many of us would not have lived to see this day’: PM",20,2
UNDP agrees to help build first charging stations for EVs,12,3
"The Ministry of Land Management, Urban Planning and Construction will implement a programme for the inspection and certification of construction quality from January 4 onwards in order to enforce the construction law more effectively and ensure the public’s safety.",53,3
"Cambodia, Laos and Vietnam have agreed to further strengthen cooperation to crack down on drug crimes and maintain security, order and social security for the mutual benefit of the three countries.",18,1
Cambodia logs 11 new Omicron cases,8,0
"While the common narrative surrounds RCEP’s benefits, there are drawbacks. But Cambodia is willing to look past them for the greater good",13,0
"Minister of Foreign Affairs and International Cooperation Prak Sokhonn said that in the coming years, ASEAN will find it increasingly difficult to maintain its unity while also resolving its internal issues.",7,0
"Cambodia has donated medical equipment to Myanmar, which will be delivered when Prime Minister Hun Sen pays a visit to the predominantly Buddhist country on January 7.",22,0
"When it came to global health in 2021, the science delivered but solidarity did not. After another tumultuous year, what will 2022 and beyond be like for global health preparedness?",8,1
"Cambodia imported $1.43 billion worth of building materials in the first 10 months of 2021, an uptick of about 21 per cent from $1.18 billion in the same period a year earlier, despite Covid slowdown in the construction sector.",10,1
"The number of dengue fever cases decreased sharply in 2021 with only 1,400 cases recorded, indicating a nearly ten-fold drop compared to 2020 when nearly 14,000 cases were recorded, health officials have said.",19,5
"From ground to sky, and at home, robots have permeated into daily lives; Korean tech firms – both small and big – are betting on this fast-emerging market this year",8,1
"Nibbling cats, Covid masks: First look at CES tech show",12,1
"The US, Britain, France and Australia have all announced record numbers of daily Covid-19 cases as the World Health Organisation (WHO) warned January 4 that Omicron’s dizzying spread increased the risk of newer, more dangerous variants emerging.",31,2
"Japanese carmaker Toyota led US automobile sales in 2021, according to figures released on January 4, overtaking General Motors (GM) for the first time as a shortage of semiconductors roils the car industry.",5,3
"Cambodia earned about $66.13 million from the export of live adult animals and products of animal origin in 2021, a 40.1 per cent surge from $47.18 million a year earlier, the General Directorate of Animal Health and Production reported.",17,1
The Organisation of the Petroleum Exporting Countries (Opec) and its allies decided on January 4 to maintain their policy of modestly boosting oil output next month as the rapidly spreading Omicron variant has so far not heavily hit demand.,3,0
"Commission set up to manage tourism around Siem Reap, Angkor",22,2
Bassac River’s Prek Talong Bridge project begins 2022,9,2
[Sponsored] Price of oil in second bullish swing high at start of New Year,4,0
"Prime Minister Hun Sen commended the Ministry of Education, Youth and Sport and the capital and provincial authorities for their efforts at running the high school diploma, or Bac II exams, smoothly on December 27-28.",12,0
"Keo Remy, president of the Cambodian Human Rights Committee (CHRC) has been appointed chairman of the ASEAN Intergovernmental Commission on Human Rights (AICHR) – the ASEAN regional human rights body – for the fifth mandate term of 2022-2024.",3,0
"The government has issued a sub-decree on the control, use and security of “personally identifiable data” or PID in order to guard the public’s interests and improve the provision of services and their quality and efficiency to facilitate national development.",7,2
"Cambodia is looking for workarounds to ship cargo to China while avoiding the risks and problems associated with ongoing severe congestion at Sino-Vietnamese land border gates, which has been blamed on Beijing’s response to the SARS-CoV-2 Omicron variant and its “dynamic zero-Covid” policy.",22,1
"Prime Minister Hun Sen requested patience and understanding from people who have tested positive for the Omicron variant of Covid-19, saying the government cannot allow Omicron patients to get treatment at home due to the variant’s increased transmissibility.",33,3
"CMAC plans to clear nearly 200 sq km of land littered with landmines, cluster munitions and war remnants by the end of 2022, an overall increase of nearly 90 per cent if accomplished as compared to the area cleared in 2021 of 117 sq km.",8,0
Cambodia logs 18 new Omicron cases,7,2
"Despite the economic devastation wrought by the Covid-19 crisis in 2021, the Cambodian stock market chalked up a string of achievements.",1,0
"Prime Minister Hun Sen, acting as chairman of ASEAN, reiterated that the purpose of his visit to Myanmar was to ease the crisis occurring there and urge restraint by all parties in order to end the violence in the country while attempting to achieve the goals of the ASEAN five-point consensus.",26,1
The Apsara National Authority (ANA) has begun to clear vegetation that has grown on temples in the Angkor Archaeological Park to improve their appearance and avoid the risk of damage to the ancient structures.,24,1
"Prime Minister Hun Sen stepped into the Hun Manet-Sam Rainsy war of words over the validity of Manet’s degree from the US Military Academy at West Point, set off by Rainsy’s claims that Manet had received a “second-class degree” or “honorary degree”.",105,3
Can US strike a balance between isolationism and policing the world?,2,1
Cambodia shares some good news with the world – wild elephants have returned to one of the forest conservation sites in the country.,84,5
"If you are an enthusiast of high quality local products that are in compliance with international standards, the Khmer Product Fairs this January and February in Siem Reap and Phnom Penh are the places to head in order to pick up a variety of goods from fragrances to foods to home decor.",47,1
"The Philippines is seeing what may possibly be its biggest surge in Covid-19 infections, fuelled by the Omicron variant that could be the dominant strain by the end of this month.",23,4
"The US reported more than one million new Covid-19 cases on January 3 after the long New Year’s weekend, according to data from Johns Hopkins University, as the Omicron variant spread at a blistering pace.",13,0
"Apple became the first US company to hit $3 trillion in market value, briefly reaching the landmark on January 3 in the latest demonstration of the tech industry’s pandemic surge.",5,1
"Cambodia is gearing up to host the 40th ASEAN Tourism Forum 2022 (ATF 2022) in two weeks, with preparations reportedly 90 per cent complete.",25,1
"As many as 119,800 firms left the Vietnamese market in 2021, up 17.8 per cent year-on-year due to the negative impact of Covid-19, with strict blockades and prolonged social distancing especially in the third quarter, according to the General Statistics Office (GSO).",4,0
"The number of workers returning from Thailand is on the decline, with a total of 1,503 workers remaining in quarantine centres across the six Thailand-bordering provinces as of January 2",23,2
"An inter-ministerial working group led by the Ministry of Interior discussed the draft of a royal decree regarding the requirements for receiving and retaining the royal title of Oknha, including procedures for the revocation of the honorific once it has been granted.",13,1
The deputy director-general of the National Social Security Fund (NSSF) Heng Sophannarith met with nearly 200 truck drivers and factory transportation workers and told them to respect the road traffic laws to avoid accidents for workers.,15,1
"The Ministry of Commerce has flagged “Takeo crayfish” as a potential Geographical Indication (GI), in a bid to build a more substantial reputation around the freshwater crustacean found primarily in the eastern reaches of the southern province of Takeo.",31,2
[Sponsored] Tommy Hilfiger opens first Cambodian store in AEON Mall,10,1
National Assembly (NA) president Heng Samrin told Cambodian ambassadors carrying out diplomatic missions abroad to put the national interest first no matter what the circumstances are and to protect and uphold their nation’s values.,6,0
"The Cambodia-Korea Free Trade Agreement (CKFTA) is set to enter into force 60 days after the Kingdom’s Ministry of Commerce and South Korean counterpart have notified each other that their respective internal procedures have been completed,",7,0
"70,000 refused jabs for health condition are all vaccinated",20,1
"Prime Minister Hun Sen has ordered state institutions at every level to immediately halt all public development projects with construction and infrastructure contractor Ly Chhuong Construction Co Ltd, and warned that provincial governors that continue to deal with the company could be sacked.",36,0
Prime Minister Hun Sen said his government intends to widen National Road 4 using its own budget for road construction after waiting for donor funding for the project to materialise for a number of years now with no success.,55,2
Cambodia logs nine new Omicron cases,5,0
"Cambodia imported road vehicles worth $977.4 million in the first 10 months of 2021, up by more than eight per cent from $901 million in January-October 2020, according to Ministry of Commerce data.",15,0
"Twelve representatives of the Bunong indigenous community in Mondulkiri province have filed a lawsuit with the provincial court against social media celebrity Try Dana on January 3, alleging that she had publically insulted them on Facebook on December 22.",38,1
"The Phnom Penh Municipal Court and police held a joint-press conference on January 4 to clarify details concerning the arrest of nine former employees of the integrated resort NagaWorld and the charges brought against them, saying that the authorities had clear grounds for taking legal action.",27,1
Prime Minister Hun Sen holds out hope of a peaceful solution to the ongoing crisis in Myanmar as he prepares for a much-anticipated visit to the country on January 7 in a bid to bring it back to the ASEAN fold.,19,0
"The Regional Comprehensive Economic Partnership (RCEP), the world’s largest free trade agreement (FTA) to date, officially entered into force on January 1, opening a new chapter of regional integration and common prosperity in the Asia-Pacific.",7,0
"US President Joe Biden on Sunday reassured his Ukrainian counterpart Volodymyr Zelensky that Washington “will respond decisively” if Russia moves to invade its pro-Western neighbor, the White House said in a statement.",7,0
"Chinese authorities will likely unleash more measures to help domestic and foreign enterprises better benefit from the implementation of the Regional Comprehensive Economic Partnership (RCEP) agreement that took effect on January 1, said experts and business leaders.",14,1
"Singapore's economy grew 7.2 per cent last year, rebounding from its worst recession since independence sparked by the coronavirus pandemic, government data showed on January 3.",10,0
"Rebels from southern Thailand and the Thai government will meet in Kuala Lumpur this month as part of the continuing peace talks, which have been disrupted by the Covid-19 pandemic.",24,0
Jakarta striving for ‘integrated approach’ in rebellious Papua,5,0
"Officials at Cambodia’s World Trade Organisation (WTO) mission in Geneva, Switzerland are negotiating a draft agreement on fisheries subsidies with counterparts from around the world.",3,0
"The government has provided a total of $14.36 million in cash assistance to nearly 240,000 pregnant women and children under the age of two from June of 2019 to December 28 last year. The programme will continue into 2022.",22,1
"Residents made more than two million domestic trips in the three days from December 31 to January 2, an over 74 per cent year-on-year surge, with the capital and Siem Reap province ranking as the top destinations",12,0
Prime Minister Hun Sen has instructed police to form a Telegram group for people to provide tips to them regarding law-breaking drivers as a means to reduce the number of road accidents in 2022.,27,0
The government has widely issued a circular to all ministries and departments at both the national and sub-national levels as well as the Royal Cambodian Armed Forces (RCAF) on the promotion process for civil servants and soldiers.,1,0
"The Ministry of Interior’s Anti-Counterfeit Products Committee (ACPC) presented on January 3 the results of their operations to impound counterfeit medical, poor-quality, substandard and illegal products to fight Covid-19 in 2021.",9,0
The Post’s May Kunmakara conducted an exclusive interview with key Cambodian-based business leaders in various sectors to better understand the concerns and challenges they face and gain insight into their action plans to move ahead in 2022.,5,0
Prime Minister Hun Sen said the ruling Cambodian People’s Party (CPP) is internally democratic and he does not just order its membership to follow his whims.,30,1
"The central bank has put Cambodia’s economic growth at five per cent for 2022, due to the anticipated global recovery, despite the potential emergence of new variants of the Covid-19 coronavirus.",16,1
The Ministry of Interior has declined to take legal action against the Khmer Rise Party (KRP) after its president Sok Sovann Vathana Sabung – better known as William Guang – was arrested for masterminding a home invasion jewellery heist and now faces between five and 10 years in prison for the armed robbery.,42,0
Cambodia logs 10 new Omicron cases,8,0
"Prime Minister Hun Sen has instructed the Ministry of Health to examine the possibility of providing vaccinations to the more than 70,000 people who voluntarily came in to get their jabs and got turned away due to pre-existing health problems.",10,0
